UPC1 UPC2 06 18 077 18000        21.6520        21.4731        21.9870        22.1465        21.6683         0.0000         0.0000        69.4240       -34.5100        41.9680        80.1030 
UPC1 UPC2 06 18 077 18005        21.7980        21.4787        21.7750        22.1514        21.6711         0.0000         0.0000        69.4520       -34.4410        41.9650        80.0530 
UPC1 UPC2 06 18 077 18010        21.6310        21.4836        21.8880        22.1545        21.6738         0.0000         0.0000        69.4810       -34.3720        41.9630        80.0030 
UPC1 UPC2 06 18 077 18015        21.7980        21.4866        21.7850        22.1565        21.6765         0.0000         0.0000        69.5090       -34.3030        41.9600        79.9540 
UPC1 UPC2 06 18 077 18020        21.7680        21.4907        21.6740        22.1602        21.6794         0.0000         0.0000        69.5380       -34.2330        41.9580        79.9040 
UPC1 UPC2 06 18 077 18025        21.6800        21.4895        21.5890        22.1582        21.6821         0.0000         0.0000        69.5660       -34.1640        41.9550        79.8540 
UPC1 UPC2 06 18 077 18030        21.8550        21.4924        21.6110        22.1612        21.6849         0.0000         0.0000        69.5940       -34.0940        41.9520        79.8040 
UPC1 UPC2 06 18 077 18035        22.0790        21.4948        21.6940        22.1642        21.6876         0.0000         0.0000        69.6230       -34.0250        41.9500        79.7550 
UPC1 UPC2 06 18 077 18040        22.0780        21.4960        21.7660        22.1660        21.6905         0.0000         0.0000        69.6510       -33.9550        41.9470        79.7050 
UPC1 UPC2 06 18 077 18045        21.9570        21.4961        21.7480        22.1662        21.6932         0.0000         0.0000        69.6790       -33.8850        41.9440        79.6550 
UPC1 UPC2 06 18 077 18050        21.7140        21.5020        21.6110        22.1738        21.6961         0.0000         0.0000        69.7080       -33.8150        41.9410        79.6050 
UPC1 UPC2 06 18 077 18055        21.5250        21.5053        21.5260        22.1785        21.6990         0.0000         0.0000        69.7360       -33.7440        41.9380        79.5560 
UPC1 UPC2 06 18 077 18060        21.3150        21.5072        21.5260        22.1802        21.7019         0.0000         0.0000        69.7640       -33.6740        41.9350        79.5060 
UPC1 UPC2 06 18 077 18065        21.1400        21.5057        21.1110        22.1788        21.7048         0.0000         0.0000        69.7920       -33.6030        41.9320        79.4560 
UPC1 UPC2 06 18 077 18070        21.0750        21.5146        20.9850        22.1875        21.7076         0.0000         0.0000        69.8210       -33.5330        41.9290        79.4070 
UPC1 UPC2 06 18 077 18075        20.8720        21.5169        20.9550        22.1892        21.7105         0.0000         0.0000        69.8490       -33.4620        41.9260        79.3570 
UPC1 UPC2 06 18 077 18080        20.7480        21.5179        21.3090        22.1892        21.7134         0.0000         0.0000        69.8770       -33.3910        41.9230        79.3080 
UPC1 UPC2 06 18 077 18085        20.7070        21.5230        21.0740        22.1933        21.7163         0.0000         0.0000        69.9050       -33.3200        41.9200        79.2580 
UPC1 UPC2 06 18 077 18090        20.8280        21.5243        21.1500        22.1928        21.7193         0.0000         0.0000        69.9340       -33.2490        41.9170        79.2080 
UPC1 UPC2 06 18 077 18095        21.2320        21.5280        20.9480        22.1967        21.7222         0.0000         0.0000        69.9620       -33.1770        41.9140        79.1590 
UPC1 UPC2 06 18 077 18100        21.4170        21.5289        21.1810        22.1982        21.7251         0.0000         0.0000        69.9900       -33.1060        41.9100        79.1090 
UPC1 UPC2 06 18 077 18105        21.6910        21.5310        21.1730        22.2007        21.7280         0.0000         0.0000        70.0180       -33.0340        41.9070        79.0600 
UPC1 UPC2 06 18 077 18110        21.6730        21.5320        21.2880        22.2034        21.7310         0.0000         0.0000        70.0460       -32.9620        41.9040        79.0100 
UPC1 UPC2 06 18 077 18115        21.9380        21.5364        21.5790        22.2087        21.7339         0.0000         0.0000        70.0750       -32.8900        41.9000        78.9610 
UPC1 UPC2 06 18 077 18120        22.0210        21.5374        21.4540        22.2112        21.7370         0.0000         0.0000        70.1030       -32.8180        41.8970        78.9110 
UPC1 UPC2 06 18 077 18125        21.9020        21.5403        21.4510        22.2149        21.7401         0.0000         0.0000        70.1310       -32.7460        41.8930        78.8620 
UPC1 UPC2 06 18 077 18130        21.7010        21.5456        21.4200        22.2207        21.7431         0.0000         0.0000        70.1590       -32.6740        41.8900        78.8120 
UPC1 UPC2 06 18 077 18135        21.6890        21.5483        21.5060        22.2234        21.7461         0.0000         0.0000        70.1870       -32.6010        41.8860        78.7630 
UPC1 UPC2 06 18 077 18140        21.6900        21.5531        21.4900        22.2280        21.7492         0.0000         0.0000        70.2150       -32.5290        41.8830        78.7130 
UPC1 UPC2 06 18 077 18145        21.7120        21.5558        21.6020        22.2302        21.7522         0.0000         0.0000        70.2430       -32.4560        41.8790        78.6640 
UPC1 UPC2 06 18 077 18150        21.8420        21.5591        21.8450        22.2334        21.7553         0.0000         0.0000        70.2720       -32.3830        41.8750        78.6140 
UPC1 UPC2 06 18 077 18155        21.4410        21.5632        21.9950        22.2363        21.7584         0.0000         0.0000        70.3000       -32.3100        41.8710        78.5650 
UPC1 UPC2 06 18 077 18160        21.4030        21.5677        21.6900        22.2405        21.7614         0.0000         0.0000        70.3280       -32.2360        41.8680        78.5150 
UPC1 UPC2 06 18 077 18165        21.1050        21.5704        21.5070        22.2420        21.7646         0.0000         0.0000        70.3560       -32.1630        41.8640        78.4660 
UPC1 UPC2 06 18 077 18170        20.7980        21.5717        21.4210        22.2429        21.7676         0.0000         0.0000        70.3840       -32.0900        41.8600        78.4170 
UPC1 UPC2 06 18 077 18175        21.1080        21.5753        21.4730        22.2462        21.7708         0.0000         0.0000        70.4120       -32.0160        41.8560        78.3670 
UPC1 UPC2 06 18 077 18180        21.0920        21.5757        21.4820        22.2466        21.7739         0.0000         0.0000        70.4400       -31.9420        41.8520        78.3180 
UPC1 UPC2 06 18 077 18185        21.1570        21.5799        20.9830        22.2509        21.7772         0.0000         0.0000        70.4680       -31.8680        41.8480        78.2690 
UPC1 UPC2 06 18 077 18190        21.2060        21.5827        21.1020        22.2546        21.7803         0.0000         0.0000        70.4960       -31.7940        41.8440        78.2190 
UPC1 UPC2 06 18 077 18195        21.4450        21.5874        20.7170        22.2590        21.7835         0.0000         0.0000        70.5240       -31.7200        41.8400        78.1700 
UPC1 UPC2 06 18 077 18200        21.5650        21.5904        20.4180        22.2609        21.7866         0.0000         0.0000        70.5520       -31.6450        41.8360        78.1210 
UPC1 UPC2 06 18 077 18205        21.6630        21.5907        20.3510        22.2610        21.7899         0.0000         0.0000        70.5800       -31.5710        41.8320        78.0720 
UPC1 UPC2 06 18 077 18210        21.4950        21.5956        20.2140        22.2664        21.7931         0.0000         0.0000        70.6080       -31.4960        41.8270        78.0220 
UPC1 UPC2 06 18 077 18215        21.2460        21.5990        20.7060        22.2698        21.7964         0.0000         0.0000        70.6360       -31.4210        41.8230        77.9730 
UPC1 UPC2 06 18 077 18220        21.0160        21.6006        20.8050        22.2714        21.7995         0.0000         0.0000        70.6640       -31.3460        41.8190        77.9240 
UPC1 UPC2 06 18 077 18225        21.0690        21.6057        21.1360        22.2768        21.8028         0.0000         0.0000        70.6920       -31.2710        41.8150        77.8750 
UPC1 UPC2 06 18 077 18230        21.1390        21.6060        21.0920        22.2780        21.8060         0.0000         0.0000        70.7200       -31.1950        41.8100        77.8260 
UPC1 UPC2 06 18 077 18235        21.5370        21.6120        21.2620        22.2845        21.8092         0.0000         0.0000        70.7480       -31.1200        41.8060        77.7760 
UPC1 UPC2 06 18 077 18240        21.6600        21.6124        21.2960        22.2856        21.8126         0.0000         0.0000        70.7750       -31.0440        41.8010        77.7270 
UPC1 UPC2 06 18 077 18245        21.6890        21.6185        21.5350        22.2918        21.8160         0.0000         0.0000        70.8030       -30.9680        41.7970        77.6780 
UPC1 UPC2 06 18 077 18250        21.5170        21.6215        21.5810        22.2957        21.8193         0.0000         0.0000        70.8310       -30.8920        41.7920        77.6290 
UPC1 UPC2 06 18 077 18255        21.3020        21.6235        21.9060        22.2974        21.8225         0.0000         0.0000        70.8590       -30.8160        41.7880        77.5800 
UPC1 UPC2 06 18 077 18260        21.3270        21.6294        21.8600        22.3027        21.8259         0.0000         0.0000        70.8870       -30.7400        41.7830        77.5310 
UPC1 UPC2 06 18 077 18265        21.0370        21.6318        22.0840        22.3051        21.8292         0.0000         0.0000        70.9150       -30.6630        41.7780        77.4820 
UPC1 UPC2 06 18 077 18270        20.9900        21.6387        22.2260        22.3113        21.8327         0.0000         0.0000        70.9420       -30.5870        41.7740        77.4330 
UPC1 UPC2 06 18 077 18275        21.0760        21.6396        21.9470        22.3111        21.8359         0.0000         0.0000        70.9700       -30.5100        41.7690        77.3840 
UPC1 UPC2 06 18 077 18280        21.3070        21.6425        22.1520        22.3142        21.8392         0.0000         0.0000        70.9980       -30.4330        41.7640        77.3350 
