03 18000 -0.668441 -1 -0.0290733 -0
07 18000 0.376786 0 -0.304656 -0
16 18000 -0.673696 -1 0.0831251 0
18 18000 -0.940126 -1 0.653126 1
19 18000 -0.288501 -0 -1.045 -1
21 18000 0.0425658 0 0.1425 0
22 18000 -0.0331067 -0 -0.124073 -0
24 18000 0.404112 0 -0.0589656 -0
03 18005 -0.252242 -0 0.398427 0
07 18005 0.120866 0 -0.727242 -1
16 18005 -0.71521 -1 -0.599074 -1
18 18005 -1.67793 -2 1.5413 2
19 18005 -0.389398 -0 -1.33246 -1
21 18005 -0.49082 -0 -0.197371 -0
22 18005 -0.473479 -0 -1.02289 -1
24 18005 1.35107 1 -1.17317 -1
03 18010 1.16504 1 0.718234 1
07 18010 -0.140835 -0 -0.689979 -1
16 18010 0.14609 0 -0.725195 -1
18 18010 -0.774592 -1 1.09127 1
19 18010 1.81929 2 -0.961467 -1
21 18010 1.24334 1 -0.135129 -0
22 18010 1.14612 1 -0.82388 -1
24 18010 2.22078 2 -2.18377 -2
03 18015 0.166059 0 0.41972 0
07 18015 -0.972182 -1 0.185905 0
16 18015 -0.635334 -1 -0.421358 -0
18 18015 -1.63642 -2 1.52123 2
19 18015 2.36582 2 0.366488 0
21 18015 1.69895 2 0.20597 0
22 18015 0.966401 1 0.337824 0
24 18015 2.9197 3 -0.893493 -1
03 18020 1.46405 1 0.582285 1
07 18020 -0.80875 -1 0.397199 0
16 18020 0.671594 1 -0.22153 -0
18 18020 -1.45722 -1 1.99091 2
19 18020 4.19772 4 0.394332 0
21 18020 2.61858 3 0.305884 0
22 18020 3.40369 3 1.28414 1
24 18020 5.51726 6 -0.200237 -0
03 18025 2.46409 2 0.929118 1
07 18025 0.509738 1 -0.527414 -1
16 18025 3.08733 3 0.185086 0
18 18025 -1.00108 -1 2.33078 2
19 18025 6.4989 6 0.167069 0
21 18025 4.68329 5 0.28541 0
22 18025 5.14731 5 0.585561 1
24 18025 7.00969 7 -0.408255 -0
03 18030 3.42418 3 0.393104 0
07 18030 1.50872 2 0.359526 0
16 18030 4.79837 5 0.646165 1
18 18030 -1.90548 -2 2.25298 2
19 18030 8.26302 8 -0.274354 -0
21 18030 5.24347 5 0.31694 0
22 18030 5.78947 6 1.0491 1
24 18030 7.12215 7 -0.384914 -0
03 18035 3.85825 4 -1.1314 -1
07 18035 1.38207 1 0.421768 0
16 18035 4.76632 5 -0.533966 -1
18 18035 -3.06999 -3 1.92539 2
19 18035 8.68868 9 -0.735022 -1
21 18035 5.21405 5 0.0360345 0
22 18035 5.61973 6 0.789484 1
24 18035 7.21727 7 0.91151 1
03 18040 5.00279 5 -2.42332 -2
07 18040 2.03265 2 0.27763 0
16 18040 4.98808 5 -1.32058 -1
18 18040 -3.05843 -3 1.63793 2
19 18040 10.0849 10 -1.33492 -1
21 18040 5.01541 5 -0.873837 -1
22 18040 5.08004 5 -0.122436 -0
24 18040 6.4989 6 1.50976 2
03 18045 4.86196 5 -1.78535 -2
07 18045 1.56915 2 0.741574 1
16 18045 6.0044 6 -1.82384 -2
18 18045 -2.42205 -2 1.71246 2
19 18045 9.9935 10 -0.219074 -0
21 18045 5.45841 5 -0.835755 -1
22 18045 5.35225 5 0.633061 1
24 18045 6.25559 6 2.92576 3
03 18050 5.74796 6 -2.16002 -2
07 18050 2.86294 3 1.20716 1
16 18050 7.02651 7 -0.670734 -1
18 18050 -1.11407 -1 2.30457 2
19 18050 10.4759 10 0.920109 1
21 18050 6.34283 6 -0.542565 -1
22 18050 6.55408 7 1.34843 1
24 18050 7.03281 7 4.0633 4
03 18055 6.2866 6 -1.26448 -1
07 18055 2.07732 2 1.87216 2
16 18055 7.10533 7 -0.28541 -0
18 18055 -0.103524 -0 2.67188 3
19 18055 10.9525 11 1.51918 2
21 18055 6.63238 7 0.0200647 0
22 18055 6.23247 6 1.82711 2
24 18055 5.89352 6 5.07514 5
03 18060 7.016 7 -1.36726 -1
07 18060 3.56554 4 1.67642 2
16 18060 8.12481 8 -0.441832 -0
18 18060 1.01002 1 2.67884 3
19 18060 10.8774 11 1.89468 2
21 18060 8.43433 8 -0.730518 -1
22 18060 6.22196 6 2.09041 2
24 18060 6.1363 6 5.02354 5
03 18065 6.87359 7 -0.387781 -0
07 18065 3.42155 3 1.89959 2
16 18065 7.11847 7 1.09127 1
18 18065 1.92177 2 4.37246 4
19 18065 9.39443 9 2.99168 3
21 18065 8.0071 8 0.321854 0
22 18065 4.61707 5 3.18005 3
24 18065 5.09791 5 5.27087 5
03 18070 7.14054 7 1.5802 2
07 18070 4.03797 4 4.33233 4
16 18070 6.913 7 1.28496 1
18 18070 2.31011 2 4.92404 5
19 18070 8.72546 9 3.8471 4
21 18070 7.29084 7 0.933622 1
22 18070 2.895 3 3.87166 4
24 18070 4.80258 5 6.24421 6
03 18075 6.01544 6 1.96183 2
07 18075 2.52557 3 3.69927 4
16 18075 4.79627 5 1.79272 2
18 18075 3.38897 3 5.05384 5
19 18075 7.97399 8 3.70378 4
21 18075 8.28036 8 1.07489 1
22 18075 1.38365 1 2.79022 3
24 18075 5.31126 5 5.28315 5
03 18080 6.35334 6 0.807911 1
07 18080 3.05948 3 1.33 1
16 18080 4.55191 5 0.917652 1
18 18080 4.04585 4 3.60427 4
19 18080 7.17575 7 3.1174 3
21 18080 9.26042 9 0.353794 0
22 18080 1.84767 2 1.4938 1
24 18080 5.22351 5 3.46095 3
03 18085 5.24663 5 0.0417673 0
07 18085 1.77515 2 0.802178 1
16 18085 4.96548 5 0.457393 0
18 18085 4.28811 4 4.58335 5
19 18085 7.31869 7 3.7824 4
21 18085 9.37866 9 0.904139 1
22 18085 1.75991 2 2.16985 2
24 18085 4.52459 5 3.12681 3
03 18090 4.42369 4 -0.300561 -0
07 18090 2.59809 3 0.485238 0
16 18090 3.59444 4 0.551983 1
18 18090 3.65908 4 4.27009 4
19 18090 5.54406 6 3.99738 4
21 18090 9.54209 10 0.167479 0
22 18090 0.213354 0 1.51427 2
24 18090 3.22081 3 1.53392 2
03 18095 3.3443 3 0.474182 0
07 18095 0.0662134 0 1.7489 2
16 18095 2.9775 3 1.1527 1
18 18095 1.55549 2 5.11322 5
19 18095 4.75265 5 5.57757 6
21 18095 9.01817 9 0.995454 1
22 18095 -0.363123 -0 2.70259 3
24 18095 1.44513 1 1.59084 2
03 18100 2.67166 3 0.943449 1
07 18100 -2.33744 -2 1.08472 1
16 18100 2.68637 3 0.734613 1
18 18100 0.588038 1 4.16526 4
19 18100 3.96387 4 5.64514 6
21 18100 8.56991 9 0.222349 0
22 18100 -0.765659 -1 2.5822 3
24 18100 -0.753047 -1 3.00069 3
03 18105 2.35741 2 1.48069 1
07 18105 -3.84038 -4 1.88977 2
16 18105 3.15985 3 0.992997 1
18 18105 -0.840806 -1 4.20826 4
19 18105 3.37321 3 5.4535 5
21 18105 8.18524 8 -0.77638 -1
22 18105 -1.27119 -1 1.86847 2
24 18105 -2.13985 -2 1.11502 1
03 18110 3.12359 3 0.37222 0
07 18110 -4.0695 -4 -0.035625 -0
16 18110 3.38424 3 -0.465173 -0
18 18110 -0.74096 -1 3.74841 4
19 18110 3.43784 3 5.55423 6
21 18110 8.08119 8 -2.4008 -2
22 18110 -0.854469 -1 1.63834 2
24 18110 -2.30276 -2 1.23869 1
03 18115 2.18925 2 -0.392285 -0
07 18115 -6.19201 -6 -1.16826 -1
16 18115 1.12878 1 -1.18627 -1
18 18115 -2.11042 -2 2.57852 3
19 18115 2.36161 2 4.40809 4
21 18115 5.27185 5 -3.91261 -4
22 18115 -2.42362 -2 -0.656811 -1
24 18115 -4.05163 -4 0.582285 1
03 18120 2.40155 2 0.429548 0
07 18120 -4.59395 -5 -0.189181 -0
16 18120 0.942228 1 -0.698169 -1
18 18120 -2.54134 -3 3.10061 3
19 18120 2.68743 3 3.82089 4
21 18120 4.94604 5 -4.10466 -4
22 18120 -2.5345 -3 -0.86401 -1
24 18120 -4.64808 -5 0.473363 0
03 18125 2.75889 3 0.0896768 0
07 18125 -2.96226 -3 0.995863 1
16 18125 1.18711 1 -0.0507759 -0
18 18125 -1.90075 -2 3.12804 3
19 18125 4.53562 5 3.41878 3
21 18125 6.41955 6 -4.1108 -4
22 18125 -1.94541 -2 -1.33573 -1
24 18125 -2.43781 -2 1.09946 1
03 18130 4.44261 4 0.430367 0
07 18130 -1.94016 -2 0.986445 1
