UPC1 UPC2 06 21 077 18000        31.2060        31.2141        29.5940        29.6288        29.8914         0.0001         0.0000        69.4240       -34.5100        35.0560        53.3100 
UPC1 UPC2 06 21 077 18005        31.3060        31.2126        29.6760        29.6278        29.8924         0.0001         0.0000        69.4520       -34.4410        35.0230        53.3170 
UPC1 UPC2 06 21 077 18010        30.9780        31.2146        29.6630        29.6300        29.8933         0.0001         0.0000        69.4810       -34.3720        34.9890        53.3240 
UPC1 UPC2 06 21 077 18015        30.8930        31.2163        29.5820        29.6323        29.8942         0.0001         0.0000        69.5090       -34.3030        34.9560        53.3310 
UPC1 UPC2 06 21 077 18020        30.7210        31.2193        29.5610        29.6357        29.8951         0.0001         0.0000        69.5380       -34.2330        34.9230        53.3380 
UPC1 UPC2 06 21 077 18025        30.3270        31.2182        29.5650        29.6347        29.8959         0.0001         0.0000        69.5660       -34.1640        34.8890        53.3440 
UPC1 UPC2 06 21 077 18030        30.2220        31.2198        29.5590        29.6364        29.8969         0.0001         0.0000        69.5940       -34.0940        34.8560        53.3510 
UPC1 UPC2 06 21 077 18035        30.2250        31.2172        29.6260        29.6348        29.8977         0.0001         0.0000        69.6230       -34.0250        34.8230        53.3580 
UPC1 UPC2 06 21 077 18040        30.2640        31.2184        29.8500        29.6366        29.8986         0.0001         0.0000        69.6510       -33.9550        34.7890        53.3650 
UPC1 UPC2 06 21 077 18045        30.1780        31.2167        29.8390        29.6349        29.8995         0.0001         0.0000        69.6790       -33.8850        34.7560        53.3720 
UPC1 UPC2 06 21 077 18050        30.0070        31.2140        29.7650        29.6325        29.9003         0.0001         0.0000        69.7080       -33.8150        34.7220        53.3790 
UPC1 UPC2 06 21 077 18055        29.9550        31.2171        29.6310        29.6359        29.9013         0.0001         0.0000        69.7360       -33.7440        34.6890        53.3860 
UPC1 UPC2 06 21 077 18060        29.6140        31.2190        29.8170        29.6386        29.9022         0.0001         0.0000        69.7640       -33.6740        34.6560        53.3930 
UPC1 UPC2 06 21 077 18065        29.6910        31.2147        29.5570        29.6356        29.9031         0.0001         0.0000        69.7920       -33.6030        34.6220        53.4000 
UPC1 UPC2 06 21 077 18070        29.8320        31.2194        29.4130        29.6410        29.9038         0.0001         0.0000        69.8210       -33.5330        34.5890        53.4070 
UPC1 UPC2 06 21 077 18075        29.6440        31.2197        29.3800        29.6425        29.9048         0.0001         0.0000        69.8490       -33.4620        34.5560        53.4140 
UPC1 UPC2 06 21 077 18080        29.4610        31.2232        29.5590        29.6454        29.9057         0.0001         0.0000        69.8770       -33.3910        34.5230        53.4220 
UPC1 UPC2 06 21 077 18085        29.4410        31.2257        29.4260        29.6468        29.9065         0.0001         0.0000        69.9050       -33.3200        34.4890        53.4290 
UPC1 UPC2 06 21 077 18090        29.4100        31.2258        29.6040        29.6449        29.9075         0.0001         0.0000        69.9340       -33.2490        34.4560        53.4360 
UPC1 UPC2 06 21 077 18095        29.5170        31.2331        29.4080        29.6511        29.9083         0.0001         0.0000        69.9620       -33.1770        34.4230        53.4430 
UPC1 UPC2 06 21 077 18100        29.6010        31.2318        29.5940        29.6483        29.9092         0.0001         0.0000        69.9900       -33.1060        34.3890        53.4500 
UPC1 UPC2 06 21 077 18105        29.6740        31.2316        29.8360        29.6464        29.9100         0.0001         0.0000        70.0180       -33.0340        34.3560        53.4570 
UPC1 UPC2 06 21 077 18110        29.6930        31.2308        30.2320        29.6457        29.9109         0.0001         0.0000        70.0460       -32.9620        34.3230        53.4650 
UPC1 UPC2 06 21 077 18115        30.2320        31.2352        30.6060        29.6505        29.9117         0.0001         0.0000        70.0750       -32.8900        34.2900        53.4720 
UPC1 UPC2 06 21 077 18120        30.2920        31.2332        30.6510        29.6486        29.9126         0.0001         0.0000        70.1030       -32.8180        34.2560        53.4790 
UPC1 UPC2 06 21 077 18125        30.0120        31.2336        30.6530        29.6491        29.9135         0.0001         0.0000        70.1310       -32.7460        34.2230        53.4870 
UPC1 UPC2 06 21 077 18130        29.8270        31.2369        30.7180        29.6524        29.9144         0.0001         0.0000        70.1590       -32.6740        34.1900        53.4940 
UPC1 UPC2 06 21 077 18135        29.9090        31.2352        30.8640        29.6494        29.9152         0.0001         0.0000        70.1870       -32.6010        34.1560        53.5010 
UPC1 UPC2 06 21 077 18140        29.9880        31.2401        30.9480        29.6535        29.9162         0.0001         0.0000        70.2150       -32.5290        34.1230        53.5090 
UPC1 UPC2 06 21 077 18145        30.1120        31.2388        31.0940        29.6517        29.9168         0.0001         0.0000        70.2430       -32.4560        34.0900        53.5160 
UPC1 UPC2 06 21 077 18150        30.3440        31.2384        30.9120        29.6510        29.9177         0.0001         0.0000        70.2720       -32.3830        34.0570        53.5230 
UPC1 UPC2 06 21 077 18155        30.1420        31.2388        30.9800        29.6525        29.9187         0.0001         0.0000        70.3000       -32.3100        34.0240        53.5310 
UPC1 UPC2 06 21 077 18160        30.2710        31.2415        30.7730        29.6565        29.9194         0.0001         0.0000        70.3280       -32.2360        33.9900        53.5380 
UPC1 UPC2 06 21 077 18165        30.2820        31.2437        30.7100        29.6582        29.9203         0.0001         0.0000        70.3560       -32.1630        33.9570        53.5460 
UPC1 UPC2 06 21 077 18170        30.3060        31.2412        30.8270        29.6550        29.9211         0.0001         0.0000        70.3840       -32.0900        33.9240        53.5530 
UPC1 UPC2 06 21 077 18175        30.4490        31.2456        31.0580        29.6595        29.9221         0.0001         0.0000        70.4120       -32.0160        33.8910        53.5610 
UPC1 UPC2 06 21 077 18180        30.3230        31.2426        30.9830        29.6572        29.9228         0.0001         0.0000        70.4400       -31.9420        33.8570        53.5680 
UPC1 UPC2 06 21 077 18185        30.2280        31.2444        30.6200        29.6586        29.9238         0.0001         0.0000        70.4680       -31.8680        33.8240        53.5760 
UPC1 UPC2 06 21 077 18190        29.8850        31.2482        30.7950        29.6621        29.9247         0.0001         0.0000        70.4960       -31.7940        33.7910        53.5840 
UPC1 UPC2 06 21 077 18195        29.8060        31.2525        30.6820        29.6642        29.9255         0.0001         0.0000        70.5240       -31.7200        33.7580        53.5910 
UPC1 UPC2 06 21 077 18200        29.9230        31.2526        30.2110        29.6622        29.9263         0.0001         0.0000        70.5520       -31.6450        33.7250        53.5990 
UPC1 UPC2 06 21 077 18205        30.0060        31.2483        30.0810        29.6571        29.9272         0.0001         0.0000        70.5800       -31.5710        33.6910        53.6060 
UPC1 UPC2 06 21 077 18210        29.9570        31.2503        29.9060        29.6593        29.9280         0.0001         0.0000        70.6080       -31.4960        33.6580        53.6140 
UPC1 UPC2 06 21 077 18215        29.8350        31.2483        30.2460        29.6584        29.9288         0.0001         0.0000        70.6360       -31.4210        33.6250        53.6220 
UPC1 UPC2 06 21 077 18220        29.6080        31.2503        30.1600        29.6608        29.9297         0.0001         0.0000        70.6640       -31.3460        33.5920        53.6290 
UPC1 UPC2 06 21 077 18225        29.7340        31.2528        30.2450        29.6640        29.9306         0.0001         0.0000        70.6920       -31.2710        33.5590        53.6370 
UPC1 UPC2 06 21 077 18230        29.8950        31.2517        30.0150        29.6630        29.9313         0.0001         0.0000        70.7200       -31.1950        33.5260        53.6450 
UPC1 UPC2 06 21 077 18235        30.2180        31.2518        30.1610        29.6645        29.9321         0.0001         0.0000        70.7480       -31.1200        33.4930        53.6530 
UPC1 UPC2 06 21 077 18240        30.4460        31.2496        30.3600        29.6634        29.9329         0.0001         0.0000        70.7750       -31.0440        33.4590        53.6610 
UPC1 UPC2 06 21 077 18245        30.4210        31.2514        30.4100        29.6656        29.9339         0.0001         0.0000        70.8030       -30.9680        33.4260        53.6680 
UPC1 UPC2 06 21 077 18250        30.3860        31.2523        30.5370        29.6679        29.9348         0.0001         0.0000        70.8310       -30.8920        33.3930        53.6760 
UPC1 UPC2 06 21 077 18255        30.0280        31.2515        30.8970        29.6686        29.9355         0.0001         0.0000        70.8590       -30.8160        33.3600        53.6840 
UPC1 UPC2 06 21 077 18260        30.0980        31.2550        30.5880        29.6718        29.9363         0.0001         0.0000        70.8870       -30.7400        33.3270        53.6920 
UPC1 UPC2 06 21 077 18265        29.8330        31.2547        30.5780        29.6716        29.9372         0.0001         0.0000        70.9150       -30.6630        33.2940        53.7000 
UPC1 UPC2 06 21 077 18270        29.6630        31.2557        30.4310        29.6710        29.9381         0.0001         0.0000        70.9420       -30.5870        33.2610        53.7080 
UPC1 UPC2 06 21 077 18275        29.6500        31.2580        30.3870        29.6721        29.9388         0.0001         0.0000        70.9700       -30.5100        33.2280        53.7160 
UPC1 UPC2 06 21 077 18280        29.6610        31.2594        30.4100        29.6718        29.9395         0.0001         0.0000        70.9980       -30.4330        33.1940        53.7240 
UPC1 UPC2 06 21 077 18285        29.6430        31.2617        30.3400        29.6742        29.9404         0.0001         0.0000        71.0260       -30.3560        33.1610        53.7320 
UPC1 UPC2 06 21 077 18290        29.6030        31.2631        30.2870        29.6759        29.9414         0.0001         0.0000        71.0540       -30.2780        33.1280        53.7400 
UPC1 UPC2 06 21 077 18295        29.3310        31.2626        30.1980        29.6744        29.9421         0.0001         0.0000        71.0810       -30.2010        33.0950        53.7480 
UPC1 UPC2 06 21 077 18300        29.4320        31.2653        30.2560        29.6763        29.9430         0.0001         0.0000        71.1090       -30.1230        33.0620        53.7560 
UPC1 UPC2 06 21 077 18305        29.1540        31.2661        30.1400        29.6771        29.9438         0.0001         0.0000        71.1370       -30.0460        33.0290        53.7640 
UPC1 UPC2 06 21 077 18310        28.9020        31.2683        30.0660        29.6801        29.9445         0.0001         0.0000        71.1640       -29.9680        32.9960        53.7720 
UPC1 UPC2 06 21 077 18315        28.8430        31.2694        29.8820        29.6818        29.9453         0.0001         0.0000        71.1920       -29.8890        32.9630        53.7800 
UPC1 UPC2 06 21 077 18320        28.5130        31.2727        29.9800        29.6857        29.9462         0.0001         0.0000        71.2200       -29.8110        32.9300        53.7880 
UPC1 UPC2 06 21 077 18325        28.5150        31.2699        29.9590        29.6826        29.9471         0.0001         0.0000        71.2480       -29.7330        32.8970        53.7960 
UPC1 UPC2 06 21 077 18330        28.7140        31.2714        29.8880        29.6840        29.9478         0.0001         0.0000        71.2750       -29.6540        32.8640        53.8040 
UPC1 UPC2 06 21 077 18335        28.9970        31.2732        29.8480        29.6861        29.9487         0.0001         0.0000        71.3030       -29.5750        32.8310        53.8120 
UPC1 UPC2 06 21 077 18340        29.2200        31.2722        29.5450        29.6850        29.9494         0.0001         0.0000        71.3300       -29.4960        32.7980        53.8210 
UPC1 UPC2 06 21 077 18345        29.2830        31.2749        29.6070        29.6875        29.9503         0.0001         0.0000        71.3580       -29.4170        32.7650        53.8290 
UPC1 UPC2 06 21 077 18350        29.3290        31.2774        29.4380        29.6908        29.9512         0.0001         0.0000        71.3860       -29.3380        32.7320        53.8370 
UPC1 UPC2 06 21 077 18355        29.2200        31.2760        29.4740        29.6899        29.9519         0.0001         0.0000        71.4130       -29.2580        32.6980        53.8450 
UPC1 UPC2 06 21 077 18360        29.3920        31.2790        29.2800        29.6929        29.9527         0.0001         0.0000        71.4410       -29.1790        32.6650        53.8540 
UPC1 UPC2 06 21 077 18365        29.6740        31.2754        29.2830        29.6911        29.9536         0.0001         0.0000        71.4680       -29.0990        32.6320        53.8620 
UPC1 UPC2 06 21 077 18370        29.8610        31.2771        29.1590        29.6936        29.9544         0.0001         0.0000        71.4960       -29.0190        32.5990        53.8700 
UPC1 UPC2 06 21 077 18375        30.0520        31.2783        28.9410        29.6955        29.9553         0.0001         0.0000        71.5230       -28.9390        32.5660        53.8780 
UPC1 UPC2 06 21 077 18380        30.0420        31.2791        29.1760        29.6969        29.9560         0.0001         0.0000        71.5510       -28.8580        32.5330        53.8870 
