UPC1 19 077 18000.00 22907161.1850 22907161.1509 22907160.6870 22907160.6514 22521590.5509 4.40910 2.49568 32.498 -67.762
UPC1 7 077 18000.00 24781801.2360 24781801.0822 24781800.9870 24781800.9580 24403324.2180 10.67700 3.94900 12.597 -47.045
UPC1 16 077 18000.00 21271993.9250 21271993.8272 21271994.9610 21271994.7338 20877405.0882 2.66697 1.66196 62.897 177.311
UPC1 24 077 18000.00 23680323.5960 23680323.4365 23680326.3330 23680326.2616 23382754.0520 5.62102 2.93827 24.868 51.972
UPC1 21 077 18000.00 22962985.2600 22962985.1695 22962985.9390 22962985.7251 22569848.8403 4.12604 2.37655 35.056 53.310
UPC1 22 077 18000.00 22115206.5910 22115206.4686 22115205.5790 22115205.5383 21789228.2570 3.39381 2.03905 44.346 132.065
UPC1 6 077 18000.00 20829943.9220 20829943.7640 20829945.3720 20829945.2182 20656832.7915 2.53619 1.58979 69.424 -34.511
UPC1 18 077 18000.00 22537977.3930 22537977.3502 22537977.8060 22537977.5699 22175809.1847 3.54679 2.11309 41.968 80.103
UPC1 3 077 18000.00 20847385.3590 20847385.2660 20847386.7760 20847386.5415 20627228.9852 2.78890 1.72808 58.339 -51.165
UPC1 19 077 18005.00 22903688.5110 22903688.4365 22903687.9270 22903687.9384 22519318.5097 4.40559 2.49423 32.528 -67.735
UPC1 7 077 18005.00 24779879.9930 24779879.9395 24779879.8410 24779879.8166 24402603.7503 10.67190 3.94842 12.604 -47.079
UPC1 16 077 18005.00 21272481.7240 21272481.4564 21272482.4860 21272482.3627 20879093.3863 2.66798 1.66251 62.855 177.300
UPC1 24 077 18005.00 23682126.3810 23682126.1667 23682128.8220 23682128.9921 23385757.4548 5.62779 2.94045 24.835 51.981
UPC1 21 077 18005.00 22964112.2040 22964112.1261 22964112.8060 22964112.6818 22572176.4637 4.12945 2.37803 35.023 53.317
UPC1 22 077 18005.00 22112189.7280 22112189.5717 22112188.6290 22112188.6417 21787412.0363 3.39207 2.03819 44.375 132.026
UPC1 6 077 18005.00 20827928.0260 20827927.7776 20827929.4440 20827929.2322 20656017.4727 2.53572 1.58953 69.452 -34.442
UPC1 18 077 18005.00 22536948.1000 22536948.1752 22536948.6970 22536948.3951 22175980.6926 3.54696 2.11318 41.966 80.054
UPC1 3 077 18005.00 20844709.5860 20844709.5083 20844711.1600 20844710.7836 20625753.8928 2.78787 1.72752 58.374 -51.133
UPC1 19 077 18010.00 22900216.5110 22900216.4413 22900215.9900 22900215.9447 22517047.1494 4.40207 2.49279 32.557 -67.709
UPC1 7 077 18010.00 24777961.5740 24777961.7540 24777961.7740 24777961.6330 24401886.1963 10.66682 3.94784 12.610 -47.112
UPC1 16 077 18010.00 21272971.9010 21272971.6807 21272972.7290 21272972.5867 20880784.2343 2.66898 1.66306 62.813 177.289
