UPC1 UPC2 06 24 077 18000        34.2510        34.3279        33.5750        33.5606        33.5772         0.0001         0.0000        69.4240       -34.5100        24.8670        51.9720 
UPC1 UPC2 06 24 077 18005        34.0700        34.3271        33.8440        33.5575        33.5746         0.0001         0.0000        69.4520       -34.4410        24.8350        51.9800 
UPC1 UPC2 06 24 077 18010        33.9060        34.3286        34.0910        33.5577        33.5722         0.0001         0.0000        69.4810       -34.3720        24.8030        51.9890 
UPC1 UPC2 06 24 077 18015        33.7720        34.3276        33.7740        33.5558        33.5696         0.0001         0.0000        69.5090       -34.3030        24.7700        51.9970 
UPC1 UPC2 06 24 077 18020        33.2760        34.3259        33.6010        33.5521        33.5671         0.0001         0.0000        69.5380       -34.2330        24.7380        52.0060 
UPC1 UPC2 06 24 077 18025        32.9940        34.3279        33.6510        33.5513        33.5644         0.0001         0.0000        69.5660       -34.1640        24.7060        52.0140 
UPC1 UPC2 06 24 077 18030        32.9560        34.3113        33.6280        33.5340        33.5619         0.0001         0.0000        69.5940       -34.0940        24.6740        52.0230 
UPC1 UPC2 06 24 077 18035        32.9360        34.3094        33.3110        33.5336        33.5593         0.0001         0.0000        69.6230       -34.0250        24.6410        52.0310 
UPC1 UPC2 06 24 077 18040        33.0730        34.3097        33.1650        33.5337        33.5568         0.0001         0.0000        69.6510       -33.9550        24.6090        52.0400 
UPC1 UPC2 06 24 077 18045        33.1180        34.3084        32.8190        33.5335        33.5542         0.0001         0.0000        69.6790       -33.8850        24.5770        52.0480 
UPC1 UPC2 06 24 077 18050        32.9650        34.3033        32.5380        33.5303        33.5515         0.0001         0.0000        69.7080       -33.8150        24.5450        52.0570 
UPC1 UPC2 06 24 077 18055        33.1800        34.3015        32.2900        33.5294        33.5490         0.0001         0.0000        69.7360       -33.7440        24.5120        52.0650 
UPC1 UPC2 06 24 077 18060        33.1310        34.2987        32.3020        33.5288        33.5465         0.0001         0.0000        69.7640       -33.6740        24.4800        52.0740 
UPC1 UPC2 06 24 077 18065        33.3180        34.2881        32.2340        33.5212        33.5439         0.0001         0.0000        69.7920       -33.6030        24.4480        52.0820 
UPC1 UPC2 06 24 077 18070        33.3780        34.2919        32.0000        33.5249        33.5413         0.0001         0.0000        69.8210       -33.5330        24.4160        52.0910 
UPC1 UPC2 06 24 077 18075        33.2810        34.2917        32.2350        33.5252        33.5388         0.0001         0.0000        69.8490       -33.4620        24.3840        52.1000 
UPC1 UPC2 06 24 077 18080        33.2930        34.2870        32.6770        33.5222        33.5362         0.0001         0.0000        69.8770       -33.3910        24.3510        52.1080 
UPC1 UPC2 06 24 077 18085        33.4220        34.2830        32.7530        33.5166        33.5335         0.0001         0.0000        69.9050       -33.3200        24.3190        52.1170 
UPC1 UPC2 06 24 077 18090        33.6630        34.2759        33.1340        33.5086        33.5311         0.0001         0.0000        69.9340       -33.2490        24.2870        52.1260 
UPC1 UPC2 06 24 077 18095        34.0040        34.2790        33.1230        33.5115        33.5284         0.0001         0.0000        69.9620       -33.1770        24.2550        52.1340 
UPC1 UPC2 06 24 077 18100        34.4200        34.2767        32.7760        33.5088        33.5257         0.0001         0.0000        69.9900       -33.1060        24.2230        52.1430 
UPC1 UPC2 06 24 077 18105        34.6740        34.2668        33.2260        33.4983        33.5232         0.0001         0.0000        70.0180       -33.0340        24.1910        52.1520 
UPC1 UPC2 06 24 077 18110        34.7080        34.2698        33.1990        33.5015        33.5206         0.0001         0.0000        70.0460       -32.9620        24.1580        52.1610 
UPC1 UPC2 06 24 077 18115        35.0410        34.2700        33.3600        33.5022        33.5179         0.0001         0.0000        70.0750       -32.8900        24.1260        52.1700 
UPC1 UPC2 06 24 077 18120        35.1510        34.2665        33.3820        33.4976        33.5154         0.0001         0.0000        70.1030       -32.8180        24.0940        52.1780 
UPC1 UPC2 06 24 077 18125        34.7290        34.2651        33.2260        33.4945        33.5129         0.0001         0.0000        70.1310       -32.7460        24.0620        52.1870 
UPC1 UPC2 06 24 077 18130        34.3240        34.2633        33.0710        33.4922        33.5102         0.0001         0.0000        70.1590       -32.6740        24.0300        52.1960 
UPC1 UPC2 06 24 077 18135        34.1210        34.2597        33.0780        33.4883        33.5076         0.0001         0.0000        70.1870       -32.6010        23.9980        52.2050 
UPC1 UPC2 06 24 077 18140        34.0310        34.2561        33.2830        33.4837        33.5051         0.0001         0.0000        70.2150       -32.5290        23.9660        52.2140 
UPC1 UPC2 06 24 077 18145        33.8750        34.2562        33.1680        33.4829        33.5023         0.0001         0.0000        70.2430       -32.4560        23.9340        52.2230 
UPC1 UPC2 06 24 077 18150        34.1830        34.2502        33.2330        33.4760        33.4998         0.0001         0.0000        70.2720       -32.3830        23.9010        52.2320 
UPC1 UPC2 06 24 077 18155        34.1530        34.2491        33.2760        33.4746        33.4971         0.0001         0.0000        70.3000       -32.3100        23.8690        52.2400 
UPC1 UPC2 06 24 077 18160        34.3630        34.2455        33.2020        33.4722        33.4945         0.0001         0.0000        70.3280       -32.2360        23.8370        52.2490 
